subject,task,retrieval_type,block,trial,stim,resp,rt,error,delta_s,delta_r,has_lag
813125,color,passive,5,53,44.0,37.60392344028734,3.1933066000001418,-6.396076559712668,-118.0,-115.73884977297848,True
813125,color,active,5,54,146.0,164.89596855752805,5.459505899998476,18.89596855752805,-102.0,-108.39607655971267,True
813125,color,active,5,55,94.0,101.1094582063598,4.159697499998856,7.109458206359818,52.0,70.89596855752805,True
813125,color,passive,5,58,338.0,347.7176724186393,5.943523200000982,9.717672418639324,116.0,123.10945820635982,True
813125,color,active,5,60,214.0,207.65387496102943,6.059709299999668,-6.34612503897057,124.0,133.71767241863932,True
813125,color,passive,6,4,236.0,240.44460384775664,2.3601118000001406,4.444603847756639,,,False
813125,color,passive,6,5,248.0,240.25511870305775,3.3778215999991517,-7.744881296942253,-12.0,-7.555396152243361,True
813125,color,passive,6,8,228.0,235.96338964632963,2.543974600000638,7.963389646329631,20.0,12.255118703057747,True
813125,color,active,6,9,120.0,129.2622653299436,3.1283477000001767,9.262265329943602,108.0,115.96338964632963,True
813125,color,passive,6,11,282.0,287.7983552469585,3.511106999999811,5.798355246958522,-162.0,-152.7377346700564,True
813125,color,active,6,12,156.0,158.7297475422397,3.6435161999997945,2.729747542239693,126.0,131.79835524695852,True
813125,color,active,6,15,300.0,281.43849421677936,3.277785100000983,-18.56150578322064,-144.0,-141.2702524577603,True
813125,color,active,6,17,278.0,273.5374194299875,2.911863799999992,-4.462580570012506,22.0,3.438494216779361,True
813125,color,active,6,18,22.0,29.533285206949703,2.826983000000837,7.533285206949699,-104.0,-108.4625805700125,True
813125,color,active,6,21,164.0,182.0309142368531,3.1765817999998944,18.030914236853107,-142.0,-134.4667147930503,True
813125,color,active,6,23,40.0,39.48130588494377,2.5922466000006352,-0.5186941150562348,124.0,142.0309142368531,True
813125,color,active,6,24,116.0,132.45221967984193,2.694733100000576,16.45221967984193,-76.0,-76.51869411505623,True
813125,color,active,6,28,336.0,306.2977762100532,3.162113499998668,-29.7022237899468,140.0,156.45221967984196,True
813125,color,passive,6,32,96.0,102.4227045350453,6.559165900000153,6.422704535045284,-120.0,-149.7022237899468,True
813125,color,active,6,33,192.0,193.32950571747065,3.827174399999876,1.3295057174706528,-96.0,-89.5772954649547,True
813125,color,active,6,34,74.0,192.48546749085716,3.7772156000000905,118.48546749085716,118.0,119.32950571747062,True
813125,color,active,6,35,154.0,178.2837859805136,2.943541299999197,24.283785980513613,-80.0,38.48546749085716,True
813125,color,passive,6,36,328.0,169.4052342876629,7.144325599998865,-158.5947657123371,-174.0,-149.7162140194864,True
813125,color,active,6,40,22.0,31.671908446091614,2.544360500000039,9.671908446091606,-54.0,147.4052342876629,True
813125,color,active,6,42,8.0,14.493867758276153,4.460240699999758,6.493867758276167,14.0,23.671908446091606,True
813125,color,active,6,43,164.0,180.0,2.977158099999997,16.0,-156.0,-149.50613224172383,True
813125,color,active,6,45,264.0,277.4651908561214,2.843095799999901,13.46519085612141,-100.0,-84.0,True
813125,color,passive,6,51,78.0,81.75928817029212,4.210253199999897,3.759288170292109,-174.0,-160.5348091438786,True
813125,color,active,6,55,142.0,111.1247191460725,4.0431579999999485,-30.875280853927507,-64.0,-60.24071182970788,True
813125,color,passive,6,56,224.0,228.94518622903755,2.3938403000006474,4.945186229037546,-82.0,-112.8752808539275,True
813125,color,active,6,57,84.0,226.6444032646951,4.028130300001067,142.6444032646951,140.0,144.94518622903752,True
813125,color,active,6,58,124.0,127.55695600552826,2.8612025000002177,3.5569560055282636,-40.0,102.64440326469509,True
813125,color,active,6,59,64.0,56.25441332520186,3.1267895000000863,-7.745586674798147,60.0,63.556956005528264,True
813125,color,active,7,1,268.0,274.38271434801106,2.8267656000007264,6.3827143480110635,,,False
813125,color,active,7,2,164.0,185.0030377050465,3.110997199999474,21.003037705046495,104.0,110.38271434801106,True
813125,color,active,7,9,268.0,266.11802311227376,2.975766300000032,-1.881976887726239,-104.0,-82.9969622949535,True
813125,color,active,7,12,180.0,175.2704730891144,2.759762800000317,-4.729526910885596,88.0,86.11802311227376,True
813125,color,passive,7,14,146.0,189.5580810818399,4.143958399999974,43.5580810818399,34.0,29.270473089114404,True
813125,color,passive,7,15,280.0,276.5981734550593,2.561199599998872,-3.401826544940718,-134.0,-90.4419189181601,True
813125,color,active,7,22,230.0,235.64566334496035,3.2942069999990053,5.645663344960354,50.0,46.59817345505928,True
813125,color,passive,7,23,222.0,221.68430345162105,4.276937500000713,-0.315696548378952,8.0,13.645663344960354,True
813125,color,active,7,24,26.0,26.479789663356726,4.1619511999997485,0.479789663356712,-164.0,-164.31569654837892,True
813125,color,active,7,25,268.0,264.53090502988806,2.7441775999996025,-3.4690949701119393,118.0,118.47978966335671,True
813125,color,active,7,27,350.0,335.14476286706355,6.1111024000001635,-14.855237132936452,-82.0,-85.46909497011194,True
813125,color,passive,7,29,0.0,0.9612483860247474,2.5603287000012642,0.9612483860247494,-10.0,-24.85523713293651,True
813125,color,passive,7,31,68.0,52.17526110028379,3.5109068999990996,-15.824738899716209,-68.0,-67.03875161397525,True
813125,color,active,7,33,318.0,298.9091836511478,3.0267741000006936,-19.090816348852172,110.0,94.17526110028382,True
813125,color,active,7,34,346.0,320.1021652523582,4.876340400000117,-25.89783474764181,-28.0,-47.09081634885217,True
813125,color,passive,7,35,28.0,309.7282836667775,5.944822800000111,-78.27171633322251,-42.0,-67.89783474764181,True
813125,color,passive,7,36,154.0,18.77131939783213,2.7933046999996805,-135.22868060216786,-126.0,155.7282836667775,True
813125,color,passive,7,37,254.0,268.1589837930755,3.1612918999990143,14.158983793075492,-100.0,124.77131939783214,True
813125,color,passive,7,38,100.0,131.20275211956158,2.343444099999033,31.20275211956158,154.0,168.1589837930755,True
813125,color,passive,7,40,54.0,328.86102756302114,4.312211700000262,-85.13897243697886,46.0,77.20275211956158,True
813125,color,active,7,41,96.0,133.060703228816,2.726898400000209,37.06070322881601,-42.0,-127.13897243697886,True
813125,color,active,7,43,50.0,43.809266108142666,2.5962627999997494,-6.190733891857349,46.0,83.06070322881601,True
813125,color,active,7,45,170.0,179.4345994767312,4.312329900000805,9.434599476731194,-120.0,-126.19073389185733,True
813125,color,active,7,49,126.0,130.10822781952274,2.7776845000007597,4.108227819522739,44.0,53.434599476731194,True
813125,color,passive,7,50,154.0,107.89044355200951,3.577508599999419,-46.109556447990485,-28.0,-23.89177218047726,True
813125,color,passive,7,52,308.0,175.9747104201726,6.177405700000236,-132.0252895798274,-154.0,159.89044355200951,True
813125,color,passive,7,53,140.0,167.71904559490062,2.87631650000003,27.71904559490062,168.0,35.97471042017261,True
813125,color,active,7,54,280.0,279.3036964241784,2.9619284000000334,-0.6963035758216165,-140.0,-112.28095440509938,True
813125,color,active,7,56,268.0,272.3532968661083,3.377106300000378,4.3532968661082805,12.0,11.303696424178383,True
813125,color,active,7,57,80.0,96.67648006040211,6.643082600001435,16.676480060402127,-172.0,-167.64670313389172,True
813125,color,active,7,60,304.0,292.9109372597121,2.6600386000009166,-11.089062740287886,136.0,152.67648006040213,True
813125,color,passive,8,3,342.0,340.4268741695898,4.427131000000372,-1.5731258304102198,,,False
813125,color,passive,8,4,186.0,203.55720168714709,2.7611495000001014,17.557201687147085,156.0,154.42687416958978,True
813125,color,active,8,5,22.0,20.691442634768453,2.6955978000005416,-1.308557365231536,164.0,-178.44279831285291,True
813125,color,passive,8,6,148.0,133.16085917659163,2.677180500000759,-14.839140823408371,-126.0,-127.30855736523155,True
813125,color,passive,8,9,312.0,308.0470425318261,2.278015600000799,-3.9529574681739064,-164.0,-178.83914082340837,True
813125,color,active,8,10,330.0,304.07239784402765,2.959454600000754,-25.92760215597235,-18.0,-21.952957468173906,True
813125,color,passive,8,13,198.0,197.273293921452,2.559611799999402,-0.7267060785480055,132.0,106.07239784402765,True
813125,color,active,8,14,100.0,120.1980019165662,2.642414899999494,20.1980019165662,98.0,97.27329392145202,True
813125,color,passive,8,15,164.0,171.26921502626325,3.177108899999439,7.269215026263254,-64.0,-43.8019980834338,True
813125,color,active,8,16,120.0,144.91275144672386,3.22729469999922,24.91275144672386,44.0,51.269215026263254,True
813125,color,passive,8,17,102.0,136.9134012857519,2.1102635999995982,34.91340128575189,18.0,42.91275144672386,True
813125,color,passive,8,18,210.0,204.0471520522469,2.5271211999988736,-5.952847947753099,-108.0,-73.08659871424811,True
813125,color,passive,8,20,124.0,139.936024110084,3.894609599999967,15.936024110083991,86.0,80.04715205224693,True
813125,color,active,8,21,228.0,222.68627750217576,3.8094336000012845,-5.313722497824244,-104.0,-88.06397588991601,True
813125,color,passive,8,22,248.0,268.1464145771272,6.0763837000013154,20.14641457712719,-20.0,-25.313722497824244,True
813125,color,active,8,25,316.0,292.8548199617767,3.4126290999993216,-23.145180038223316,-68.0,-47.85358542287281,True
813125,color,active,8,28,228.0,233.76906225314764,2.527507599999808,5.769062253147638,88.0,64.85481996177668,True
813125,color,active,8,29,60.0,40.01366622876451,4.793878599999516,-19.98633377123548,168.0,173.76906225314764,True
813125,color,passive,8,33,134.0,133.42344994481627,2.443250199999966,-0.5765500551837306,-74.0,-93.9863337712355,True
813125,color,active,8,34,50.0,45.131111394747215,3.360212199999296,-4.868888605252778,84.0,83.4234499448163,True
813125,color,passive,8,35,350.0,2.3936069672848217,2.6271194000000833,12.393606967284825,60.0,55.13111139474722,True
813125,color,passive,8,36,356.0,0.7563359928257636,2.594028299999991,4.756335992825768,-6.0,6.393606967284825,True
813125,color,active,8,37,238.0,239.2238517676836,2.6760551999996096,1.2238517676836125,118.0,122.75633599282577,True
813125,color,passive,8,38,100.0,129.87683446287187,4.19366170000103,29.87683446287187,138.0,139.22385176768364,True
813125,color,passive,8,39,36.0,34.67159441269613,3.110178000000815,-1.3284055873038767,64.0,93.8768344628719,True
813125,color,passive,8,45,330.0,308.60104337263107,2.5946310000026642,-21.398956627368932,66.0,64.67159441269615,True
813125,color,active,8,47,266.0,268.9231384793974,3.5786083999992115,2.9231384793973803,64.0,42.60104337263107,True
813125,color,passive,8,48,174.0,180.77422016492807,2.6267697000002954,6.774220164928067,92.0,94.92313847939738,True
813125,color,passive,8,51,54.0,44.86888860525279,3.1943910000009055,-9.131111394747222,120.0,126.77422016492807,True
813125,color,active,8,52,350.0,3.0127875041833403,2.3280952000022808,13.012787504183336,64.0,54.86888860525278,True
813125,color,active,8,54,266.0,263.38653951768526,4.176403999998911,-2.6134604823147356,84.0,97.01278750418334,True
813125,color,passive,8,55,260.0,270.0,2.56051110000044,10.0,6.0,3.3865395176852644,True
813125,color,active,8,57,244.0,236.06000699476567,4.244565299999522,-7.939993005234328,16.0,26.0,True
813125,color,passive,8,59,24.0,24.7610560608774,2.6613871000008658,0.7610560608773937,-140.0,-147.93999300523433,True
813125,color,passive,8,60,14.0,25.769327624338715,2.6441570999995747,11.7693276243387,10.0,10.761056060877394,True
813125,orientation,passive,1,2,36.28254861622543,48.1652063888104,2.9010490999989997,11.882657772584963,,,False
813125,orientation,active,1,3,158.02071189565658,148.61680894364096,7.24363540000013,-9.403902952015613,58.26183672056885,70.14449449315381,True
813125,orientation,active,1,5,47.779045827661164,63.434948822921996,6.489792300000772,15.655902995260831,-69.75833393200458,-79.16223688402022,True
813125,orientation,active,1,7,9.56372440953098,41.82016988013575,4.445275899999615,32.256445470604774,38.2153214181302,53.87122441339102,True
813125,orientation,active,1,9,9.253710124453766,53.13010235415598,4.593081400000244,43.87639222970222,0.31001428507721585,32.56645975568199,True
